Geo,Year,D3bpo4
510538406011,2024,0.293572
510538406012,2024,0.029135
510538406021,2024,0
510538406022,2024,0.06226
510539801001,2024,0.345474
510579506001,2024,0
510579506002,2024,0.031633
510579506003,2024,0
510579507001,2024,0.204853
510579507002,2024,3.548554
510579507003,2024,8.212031
510579508001,2024,0
510579508002,2024,0.210369
510579508003,2024,0.197301
510594151001,2024,3.171066
510594151002,2024,23.921678
510594151003,2024,17.062854
510594152001,2024,4.918756
510594152002,2024,0
510594152003,2024,14.693079
510594152004,2024,18.928433
510594153001,2024,22.894611
510594153002,2024,0
510594153003,2024,12.620758
510594154011,2024,12.265781
510594154012,2024,2.877112
510594154013,2024,15.352232
510594154021,2024,2.309646
510594154022,2024,6.494318
510594154023,2024,5.492486
510594155001,2024,7.07106
510594155002,2024,21.923612
510594155003,2024,14.645473
510594155004,2024,4.129304
510594156001,2024,19.72934
510594156002,2024,8.024968
510594157001,2024,11.862858
510594157002,2024,9.992969
510594158001,2024,12.694139
510594158002,2024,18.595406
510594158003,2024,6.793114
510594159001,2024,2.98166
510594159002,2024,10.341496
510594160001,2024,10.738607
510594160002,2024,17.13872
510594160003,2024,5.490005
510594161001,2024,11.197264
510594161002,2024,9.89807
510594162001,2024,3.038524
510594162002,2024,20.007611
510594163001,2024,1.29711
510594163002,2024,0.650458
510594201001,2024,26.340745
510594201002,2024,10.178294
510594202011,2024,12.595088
510594202012,2024,12.569737
510594202013,2024,0
510594202021,2024,4.23708
510594202022,2024,22.252847
510594202031,2024,10.307271
510594203001,2024,21.678841
510594203002,2024,11.320066
510594203003,2024,4.219878
510594203004,2024,12.705227
510594204001,2024,15.971539
510594204002,2024,0
510594205011,2024,0
510594205021,2024,9.687131
510594205022,2024,0
510594205031,2024,13.645746
510594205032,2024,42.643729
510594205033,2024,0
510594206001,2024,0
510594206002,2024,1.763289
510594206003,2024,8.738212
510594207001,2024,8.522213
510594207002,2024,9.394601
510594208001,2024,19.48745
510594208002,2024,6.085657
510594208003,2024,9.724806
510594210011,2024,8.84419
510594210021,2024,15.261231
510594210022,2024,22.208296
510594210023,2024,3.316408
510594211011,2024,21.373422
510594211012,2024,23.339464
510594211013,2024,15.815602
510594211021,2024,12.347642
510594211022,2024,28.574363
510594211031,2024,8.318742
510594211032,2024,11.629584
510594211033,2024,12.947083
510594211034,2024,9.819972
510594212001,2024,15.765857
510594213001,2024,13.336513
510594213002,2024,0.384013
510594214001,2024,11.339983
510594214002,2024,31.138014
510594214003,2024,0
510594214004,2024,11.345757
510594214005,2024,23.32779
510594215001,2024,69.966062
510594215002,2024,28.230321
510594215003,2024,16.443155
510594215004,2024,0
510594216001,2024,64.706814
510594216002,2024,16.101635
510594216003,2024,5.412253
510594217011,2024,19.012013
510594217012,2024,24.921887
510594217021,2024,18.905864
510594217022,2024,37.445913
510594218001,2024,17.901945
510594218002,2024,116.268704
510594218003,2024,14.000998
510594219001,2024,17.406429
510594219002,2024,2.585119
510594219003,2024,0
510594220001,2024,0.2081
510594220002,2024,7.55296
510594221011,2024,10.450231
510594221012,2024,7.455848
510594221013,2024,12.333645
510594221014,2024,12.056259
510594221021,2024,2.562446
510594221022,2024,10.018528
510594221023,2024,0
510594221024,2024,11.81959
510594222011,2024,5.147731
510594222012,2024,13.587214
510594222021,2024,29.278241
510594222022,2024,1.692773
510594222023,2024,14.028396
510594223011,2024,84.284743
510594223012,2024,4.433914
510594223021,2024,37.261977
510594223022,2024,18.060553
